district,province,city_muni_council_,new_district_,audited_,district_2,ï__objectid,provno,distno,shape__area,shape__length,population_2019_projection_scale,pop_density_km2_scale,poverty_incidence_3_scale,local_taxes_scale,fees_and_charges_scale,other_receipts_scale,lgef_scale,est_revenue_scale,%_of_revenue_raised_via_osr_scale,regular_radio_listener_pct_scale,comm_risk_index_scale,comm_risk_pct_scale,female_literacy_pct_scale,has_no_soap_pct_scale,male_literacy_pct_scale,has_no_drinkwater_pct_scale,has_no_water_handwashing_pct_scale,prox_risk_index_scale,socioecon_risk_index_scale,time_to_water_greater_30_pct_scale,shares_toilet_with_others_pct_scale,wash_risk_index_scale,educ_scale,land_scale,stunt_scale,supplies_contracts_loans_scale,personal_emoluments_scale,statutory_obligations_scale,third_party_payments_scale,total_debts_scale,nr_wards_scale,nr_wdc_scale,pct_wards_wdc_scale,nr_remaining_scale,osr_rate_scale,lgef_per_inh_scale,debt_per_inh_scale,population_2019_projection_standard,pop_density_km2_standard,poverty_incidence_3_standard,local_taxes_standard,fees_and_charges_standard,other_receipts_standard,lgef_standard,est_revenue_standard,%_of_revenue_raised_via_osr_standard,regular_radio_listener_pct_standard,comm_risk_index_standard,comm_risk_pct_standard,female_literacy_pct_standard,has_no_soap_pct_standard,male_literacy_pct_standard,has_no_drinkwater_pct_standard,has_no_water_handwashing_pct_standard,prox_risk_index_standard,socioecon_risk_index_standard,time_to_water_greater_30_pct_standard,shares_toilet_with_others_pct_standard,wash_risk_index_standard,educ_standard,land_standard,stunt_standard,supplies_contracts_loans_standard,personal_emoluments_standard,statutory_obligations_standard,third_party_payments_standard,total_debts_standard,nr_wards_standard,nr_wdc_standard,pct_wards_wdc_standard,nr_remaining_standard,osr_rate_standard,lgef_per_inh_standard,debt_per_inh_standard,zmb_score1,zmb_score2,zmb_score_tot
Chipangali,Eastern,"",X,"",Chipangali,33,103,103011,0.223676675109544,2.57242608532122,,,1.4848484848484844,1.0006506165487221,1.0219797395189072,1.0280231580003882,1.1072312065078898,1.0160164919227717,1.467505241688731,2.7687462079643104,2.3987010143137484,3.1160350749167938,1.6486022093416188,2.6805430454744825,1.2778957920751137,1.0267761454881175,2.0298053511692933,3.8972023168999868,1.8410458597381147,2.2375156124695765,3.373514500060967,2.5902425949566754,2.7134418801018514,4.65911353542478,3.5581366439339,1.0102470214157793,1.0411924643176032,1.0013962663628362,1.0256445334481248,4.999223087255198,1.6896551724137931,1.2857142857142856,1.8888888879999999,2.5555555555555554,1.467505241688731,,,,,87,20745,752550,682822,7082080,10138197,14.362682042970802,42.6285018920898,3.60002326965332,29.8252220153809,44.0638656616211,68.1534805297852,68.4084930419922,99.3271408081055,73.9191207885742,2.14514589309692,3.94341635704041,26.8345012664795,38.5303649902344,3.35607266426086,1.2415171011530617,87.54294355612582,24.511677053123698,82275.88,348648.4,408696.21,21828.07,861448.56,9,2,22.2222222,7,0.143626820429708,,,1.6781970648443654,2.399054362636506,2.0386257137404358
Kasenengwa,Eastern,"",X,"",Kasenengwa,34,103,103012,0.164966423059099,2.81045632048159,,,1.7272727272727266,1.0122991311402725,1.0459242869922387,1.0014774475456474,1.147407625208272,1.024840542701427,1.6114581882967225,2.4475979033577913,4.057136549501292,3.7000881006234767,2.2055712137611168,4.430068640208427,1.2546585517485913,1.0645392054036833,2.5987154745533503,2.77642241612036,1.9887960452622568,2.483549801930539,3.446773657106725,4.111526045583638,2.679590091459046,4.388407076859968,3.586757031075721,1.0078830541892927,1.1994464094326969,1.0024091923953014,1.0672040640698441,4.992701009136997,1.4137931034482758,2,5,1,1.6114581882967225,,,,,83,347400,1515560,36000,7492000,10990960,17.277471667625,46.9317359924316,1.94242203235626,21.5409870147705,50.715145111084,47.1087036132813,68.2532196044922,98.6849670410156,68.2457427978516,3.20920705795288,3.81053948402405,24.8361186981201,37.47900390625,1.90037262439728,1.2237350990221199,82.24030702944461,24.025130471712746,63295,1688092.05,638590.48,57202.64,2447180.17,7,7,100,0,0.17277471667625,,,3.3057290941483615,2.86214342183045,3.0839362579894054
Lumezi,Eastern,"",X,"",Lumezi,35,103,103013,0.816688713901499,5.24216503069921,,,1.4848484848484844,1,1.0315533533610446,1.0098496503043153,1.1335097520337156,1.0171766959248862,1.384585300362691,3.0869513973365157,2.2682926887448427,3.068630004124409,1.5185326861635915,1.8083543847573216,2.1939662185421804,1.0218392347788408,1.6008434718909719,3.4912470853543836,1.7051079797880995,1.353778175443228,3.3719860968469377,1.4673873059389964,2.5762978906320084,4.529626584886703,2.304033531407351,1,1.0488582747375987,1.0031322376351994,1.0625733890755917,4.99754484136427,1.4137931034482758,1.4285714285714286,2.714285716,1.8888888888888888,1.384585300362691,,,,,87,2500,1057620,240000,7350200,10250320,12.683701581999399,38.3647041320801,3.73036599159241,30.4976177215576,42.5105857849121,78.644905090332,74.5297622680664,99.4110946655273,78.1968841552734,2.53055715560913,4.06567001342773,34.0125503540039,38.5522994995117,4.43052101135254,1.1694767508267898,85.00653479332055,45.831429966075035,0,413530.96,802693.24,53261.11,1269485.31,7,3,42.8571429,4,0.126837015819994,,,2.0494355081813453,1.8702199797980863,1.9598277439897158
Lusangazi,Eastern,"",X,"",Lusangazi,36,103,103014,0.30824087396212,3.40957346754616,,,1.3636363636363633,1.0000445749896356,1.0109851625051305,1.0761566753487737,1.1376065862981477,1.011002179277082,1.9151955063587767,2.96487019167561,3.1670755217912223,3.384653006870602,1.5823291482494337,3.8278969879160387,1.2753348088767826,1.0088962197795608,2.200628874280616,3.0812331352357853,1.805082708606709,1.9713666636427867,3.2989491563380398,3.2020173800943166,,,,1,1,1.0040724343826695,1,4.998587088238609,1,1.2857142857142856,3,1.4444444444444444,1.9151955063587767,,,,,89,3750,402200,1855660,7392000,9653610,23.4276089462906,40.0005340576172,2.83203530311584,26.0151329040527,43.2724380493164,54.3521347045898,68.3913803100586,99.6311950683594,72.2156066894531,2.91982173919678,3.97575926780701,28.9962635040283,39.600471496582,2.77067184448242,,,,0,0,1016080.83,0,1016080.83,4,2,50,2,0.234276089462906,,,2.4575977531793884,2.049327630660038,2.2534626919197134
Chavuma,North-Western,"","","",Chavuma,77,108,108001,0.403141038478651,3.71812717964325,1.1375473083658136,1.163735744652136,1.4848484848484844,1.0004457498963566,1.0263859806188083,1.0804259652329695,1.328052435558169,1.0539359669583734,1.784234113145859,4.60053011233313,1.0159672954066519,1.9332019839037429,3.0926338429186875,1.7182986088895564,2.8705715856459326,1.2668035937066957,1.6297395565365296,3.4981922605093576,2.553807700293999,3.0597792564371824,3.1713851685745666,2.30036186442824,3.5862607040913415,3.4255783703559297,2.2318339100346023,1.0174870627398465,1.364660748015691,1.029301284761532,1.0309264351122398,4.961656114567555,2.2413793103448274,1.5714285714285714,2.230769232,3,1.784234113145859,3.744544819397473,3.150427561906116,42166,9.176,87,15000,892958,1959687,9335119,13802764,20.7758750348843,18.0834712982178,4.9820613861084,46.6025810241699,61.3083763122559,79.7281723022461,79.0509033203125,95.2453918457031,77.9087219238281,2.5239634513855,3.30240488052368,20.1557655334473,41.4311752319336,3.63345646858215,1.7,63.38028169014085,47.05882352941176,140407.97,3086447.69,6742035.1,26323.91,9995214.67,13,4,30.769230800000003,9,0.207758750348843,221.3897215766257,237.04441184840866,2.4095046069630524,2.5391877612642713,2.474346184113662
Mwinilunga,North-Western,"","","",Mwinilunga,83,108,108007,1.55332886968841,10.8822513233208,1.9599785347116307,1.1044604899116,5,1.0214316550168272,1.087748304415572,1.195177920736268,1.4386945016171715,1.224348746087611,2.097214390189305,4.673853765883446,1.1862671431713334,1.6291384647207785,2.000380210494947,1.3690900322290318,2.8883979925454017,1.5437766671523239,1.5005900477967398,3.461311712951513,2.2777570590468845,2.3763193812747163,3.8846743354851663,2.4894120231727555,2.911415198252309,4.086068580275073,2.700948743390857,1,1.271119401526265,1.0305033594198718,1.1792518708345572,4.963848563852473,3.0689655172413794,3.2857142857142856,4.368421052,1.6666666666666665,2.097214390189305,1.782712878389015,4.483252283702515,129523,6.98,28.999999999999996,603500,2848312,4755773,10464000,30271585,27.1131656964774,17.1009693145752,4.81184720993042,50.9154319763184,48.2647705078125,83.9287490844727,79.1700210571289,90.5353698730469,79.196647644043,2.55897760391235,3.55066680908203,25.7070846557617,31.1945781707764,3.45255637168884,1.345510482488593,76.31805765308141,39.083871362355424,0,2294724.22,7014858.65,152575.3,9462158.17,19,16,84.2105263,3,0.271131656964774,80.78874022374404,73.05388363456683,2.938315827798493,3.0204312350621736,2.9793735314303333
Kabompo,North-Western,"","","",Kabompo,79,108,108003,0.594704956545797,4.84450934032779,1.2876631079478056,1.1336122545380931,1.3030303030303019,1.000913787287531,1.021865353238858,1.153541848331753,1.2737895716945995,1.0652872328832916,2.2558149940958527,4.6570564011501965,1.1605011600131157,2.0740559422234215,3.2183289888501183,1.536000769355125,3.1970781042787055,1.4036426989387323,1.7043108872903563,2.713726238653754,2.3208677194491982,3.2002765932049995,3.622409780185715,2.5231256151721744,3.4997482305135073,2.9815675417730185,3.227628157479711,1,1.348418716960221,1.015219582702996,1,4.9760523319710295,2.5172413793103448,1.7142857142857144,2.333333332,3.2222222222222223,2.2558149940958527,2.7639959099099882,4.168595375845872,58111,8.06,90,28125,748905,3741254,8781475,14899759,30.324544175513203,17.3260459899902,4.83760023117065,44.6047019958496,62.8094177246094,81.9210052490234,81.2326507568359,92.9183959960938,77.1650695800781,3.2687304019928,3.51189589500427,19.0145931243896,34.9584045410156,3.42029619216919,1.654555872785734,54.6829345696914,30.130321322844907,0,2948976.96,3546043.97,0,6495020.93,15,5,33.3333333,10,0.303245441755132,151.11553750580785,111.76921632737347,2.5618805439599037,2.7543722590091626,2.658126401484533
Ikelenge,North-Western,"","",X,Ikelenge,78,108,108002,0.182254617828846,3.43728513610581,1.078329473347267,1.3401039206424186,3.1818181818181817,1.0003120249274497,1.0379098726903595,1.024524808453553,1.2583893952758993,1.0362476546258228,1.5214424256866748,3.8960549982204284,1.4374616251060965,2.485740156092062,1.9414970167331802,1.7531155750727336,2.9172104807352506,1.0814958157505803,2.058099338419669,3.9880503610582014,1.9256115967217848,1.630022545828977,4.304567101386623,2.4381181990801606,2.6627640227816753,3.69332074690789,2.903950394143811,1.012300856250633,1.0909797530142558,1.0084143304164053,1.00602775010878,4.9909395048223715,1.6896551724137931,1.4285714285714286,2.333333332,2.333333333333333,1.5214424256866748,4.009704145103369,4.425579323933484,35876,15.71,59,11250,1260175,597580,8624347,12093352,15.454813520684798,27.5231018066406,4.56077909469604,38.7653541564941,47.5615921020508,79.3093643188477,79.362548828125,98.396614074707,73.636962890625,2.05889534950256,3.86736345291138,31.7687892913818,25.1685886383057,3.50163888931274,1.2148965353576273,68.6248573577175,35.63284329955521,98766.63,770042.43,2001520.03,5130.69,2875459.78,9,3,33.3333333,6,0.154548135206848,240.39321552012487,80.14995484446426,2.673677740014159,2.625629562911402,2.6496536514627804
Kasempa,North-Western,"","","",Kasempa,80,108,108004,1.82804745967681,8.92904043129017,1.6285563652111694,1.0342803158107834,1.8484848484848477,1.0050993788143199,1.1451129767876718,1.040715827784625,1.3129832402234638,1.0828314134895645,2.4883705857372975,4.195986425528652,1.145525230941125,1.8447093090403595,2.9404547720010807,2.0889222772943286,2.304119323777126,1.4320555083915458,1.8720145207224403,2.8786558162953986,2.1455574316924224,1.8801744161309486,4.079749886781872,2.519372767078584,3.0709741098136463,3.9037554217624266,3.3025071834679607,1,1.2528627537584083,1.0199126574013548,1,4.974997896411846,3.4827586206896552,2,2.272727272,4.333333333333334,2.4883705857372975,2.0136940641131895,4.4952343625003826,94320,4.38,81,145500,4676278,992096,9181368,16595242,35.03337884437,23.5041637420654,4.85256862640381,47.8577651977539,59.4910659790039,75.2699966430664,75.2658157348633,92.4352264404297,75.4926681518555,3.11214733123779,3.66955852508545,29.7369613647461,28.394998550415,3.42388725280762,1.4293251646412146,72.74688163183282,28.85737788104467,0,2140202,4611186.88,0,6751388.88,22,7,31.8181818,15,0.3503337884437,97.34274809160306,71.57961068702289,2.5797165299124076,2.736358736169224,2.6580376330408155
Zambezi,North-Western,"","",X,Zambezi,85,108,108009,1.16705491930804,7.49450388507944,1.6950893445555368,1.1103988123355153,1.4848484848484844,1.0017829995854266,1.0709209371884583,1.0051853894429164,1.3952503185337646,1.073688708355914,1.5411616751610433,4.571035047301885,1.2481159030331126,2.1079561840383088,3.1127801277286875,1.4195782484660278,2.8678964257557498,1.4947673748894745,1.7250048294025575,2.923513923122413,2.3125442021991502,3.2376116417885923,3.1688299442099623,2.2846084735395626,3.3944509557701648,3.3203659258933533,4.13002814515236,1.1151009356558241,1.866919368875608,1.0372481971596457,1.1749893090846415,4.933025327295305,2.655172413793103,1.4285714285714286,1.75,3.888888888888889,1.5411616751610433,2.0345370473131235,3.717732257563735,101387,7.2,87,52500,2312096,126349,10020739,15711684,15.8540930431136,18.4786911010742,4.75002956390381,44.1238594055176,61.5489616394043,83.3214340209961,79.0330276489258,91.3687896728516,76.9587020874023,3.06955933570862,3.5193815231323198,18.7113437652588,41.467845916748,3.64853072166443,1.5992442795454034,61.31936539716993,14.78952153240988,924174,7337508.35,8545670.87,148947.1,16956300.32,16,3,18.75,13,0.158540930431136,98.83652736544133,167.24333810054543,2.147704064918688,2.881343237407852,2.5145236511632696
Manyinga,North-Western,"",X,"",Manyinga,81,108,108005,0.618503564088655,5.18710579041759,1.3367131747914667,1.1481881368513396,1,1.000258534939887,1.0982302928152683,1.008142131343643,1.2262334607468393,1.0320401133422343,2.1909573275541305,4.793439458643876,1.0003353852421935,1.7856510805508776,3.049555458783742,1.2897494133310436,3.0306187634550117,1.101285631398194,1.7363651143086152,3.4483500312025606,2.3174862988509126,2.754919646003312,3.878198424614998,2.2413575346189933,3.5525030077473794,3.9834334074172393,2.7971596000858483,1,1.1033880305498152,1.0061880836311945,1.0619488900612637,4.992796167514531,2.103448275862069,2,3.333333332,2.111111111111111,2.1909573275541305,2.4835864420919505,4.765860354234592,63321,8.6,95,9750,3182328,198394,8296260,11686732,29.011292463966797,15.4985780715942,4.99768543243408,48.6954498291016,60.7939376831055,84.8831253051758,80.1203536987305,98.0600814819336,76.8454132080078,2.5712833404541,3.51493692398071,22.631950378418,31.2875156402588,3.68991708755493,1.6822674236018071,74.30762532204824,37.44828679854058,0,875064.7,1496249.79,52729.55,2424044.04,12,7,58.3333333,5,0.290112924639668,131.0190931918321,38.28183446250059,2.822090126134428,2.5281151202471928,2.6751026231908104
Mufumbwe,North-Western,"","","",Mufumbwe,82,108,108006,1.57838982366832,10.4519731344172,1.471021860701576,1.0240232134422025,1.4848484848484844,1.0190959255599186,1.0567340258195985,1.0246241257607882,1.2370820346956777,1.0456806927321134,1.8966888645661046,4.76759944494891,1.0337956688073096,1.701779112189854,2.813946657609554,1,2.4709702906538986,1.3304813970236982,1.7849422097433463,2.7642580633820066,2.116022293516451,2.2173639853596856,3.8621440772548006,2.030646151952541,3.1299544640249284,4.217094420694048,3.343345317026372,1.008568590337429,1.2350360348892109,1.019943107668513,1.007533086913748,4.975280708844075,2.655172413793103,3.2857142857142856,5,1,1.8966888645661046,2.1673516358006433,4.376970569342026,77587,4,87,538000,1860020,600000,8406948,13004968,23.052882559957098,15.8448219299316,4.96424198150635,49.8850936889648,57.9803161621094,88.3684768676758,76.380729675293,94.1625289916992,76.3609848022461,3.22075581550598,3.69612050056458,26.9981803894043,31.517915725708,3.89154458045959,1.4603069480658737,78.88461040925961,28.163129610551675,68799.34,1989318.65,4618097.89,6412,6682627.88,16,16,100,0,0.230528825599571,108.35511103664274,86.13076778326266,2.98240658608207,2.560548215092376,2.771477400587223
Mushindamo/East Solwezi,North-Western,"",X,"",Mushindamo,87,108,108011,0.868283818967655,8.58082869373814,1.0835734056374626,,2.5757575757575757,1.000258534939887,1.0982302928152683,1.008142131343643,1.2262334607468393,1.0317296853295745,2.1946447667203364,3.9429400082093675,1.1895327363189772,1.6961832190407637,2.2999170820086334,1.814879632472783,1.1603554548770836,1.1847460720120875,1.800237931753374,2.839213268559247,2.1350889458762654,2.8600321674002203,3.7658813886008335,2.6800824694722194,2.5497959615181305,4.018780030955394,2.4789915966386555,1.0044852380123845,1.1095043367506419,1.007404059030072,1.0772932077326198,4.991246315202131,1.4137931034482758,2,5,1,2.1946447667203364,3.8327717526301566,4.452179128681438,36433,,69,9750,3182328,198394,8296260,11656732,29.085956509937798,26.8948650360107,4.80858325958252,49.9644660949707,51.8418159484863,78.5664138793945,67.6230773925781,96.6408081054688,76.2084503173828,3.14959383010864,3.67897319793701,21.7781867980957,32.8994064331055,3.27010583877563,1.1555555555555554,75,42.857142857142854,36013.09,926832.43,1772228.26,65790.3,2800864.09,7,7,100,0,0.290859565099378,227.71278785716245,76.8771193698021,3.3126338107338786,2.5169089370790427,2.9147713739064605
Kalumbila/West Solwezi,North-Western,"",X,"",Kalumbila,86,108,108010,1.36581257333674,8.00392153384675,1.5455666647837467,1.347931709292125,2.9999999999999996,2.30588672636227,1.0971420383791795,1.0153900786004926,1,1.4054531212672647,4.908320698688337,4.550154814786387,1.1898123035336665,1.3557508319451888,2.4049286492401265,1.5747805803794908,2.169468467537568,1.2757159647753848,1.800855330225943,2.8224927141707354,2.443579486216273,2.273406713548676,3.7487207431229335,2.2938149359654045,3.4519840842652756,2.8815387327299424,3.2601528173512415,1,1,1.0078428545436202,1,4.995067462574318,1.8275862068965516,1.7142857142857144,3,2.111111111111111,4.908320698688337,1.6326079985418163,4.899073410099669,85505,16,62,36623000,3147650,375000,5988000,47773650,84.0330391334972,18.7584762573242,4.80830383300781,54.7931747436523,53.0958557128906,81.4545288085938,74.3660659790039,95.0938339233398,76.2022933959961,3.16546821594238,3.40153694152832,26.5429801940918,33.1456832885742,3.63972115516663,1.6294658499414258,52.723556062934264,29.5774021050289,0,0,1871817.54,0,1871817.54,10,5,50,5,0.840330391334972,70.03099233962926,21.891322612712706,3.197113754422714,2.8821760973644097,3.039644925893562
Solwezi/Central Solwezi,North-Western,X,"","",Solwezi,84,108,108008,0.277577413619497,3.66575191063148,1.9883070665988816,,4.636363636363637,2.254349444285441,1.1472542126341225,1.5900032051952255,1.3655578751347643,1.5900815166370323,4.845031999834687,2.955322575539696,4.739986508257976,4.447097544768936,4.136047396859825,3.0333580139030984,4.279572476795016,3.138996423947562,3.594187503227576,1.8413702004874395,4.356963158222981,4.317182903387973,3.293462853322799,4.42523382343419,3.8788568897638727,3.254649521311779,2.8769404761028707,1,1,1.160643403088946,2.3446748115760494,4.8477231040578985,1.1379310344827587,1.7142857142857144,5,1,4.845031999834687,1.678557073223117,2.7653036883280078,132532,,35,35177759,4744510,14376223,9717787,65616279,82.7515562106166,40.1284675598145,1.25991559028625,10.9453706741333,73.7687377929688,63.9095230102539,88.4659805297852,63.4081115722656,58.3185348510742,4.09693956375122,1.68076455593109,9.94265842437744,39.6792068481445,1.6001889705658,1.8536978164443374,60.032103138323656,36.092011906251194,0,0,36551517.18,1144558,37696075.18,5,5,100,0,0.827515562106166,73.32408022213504,284.4299880783509,3.2554399655969384,3.9906884445048787,3.6230642050509085
Kalabo,Western,"","",X,Kalabo,101,110,110001,0.762361410361592,7.16794099535378,1.6224368751059144,1.193265402523787,1.4242424242424239,1.0006953698383163,1.0255668556032136,1.0339072159715572,1.7735377830049985,1.1055983591520278,1.2088223703594179,4.192099566146368,1.2278262885734774,2.064626807133934,2.8326043636281772,2.6676695080638435,2.10719193273166,1.1920778599811062,2.149043587031576,1.489610740210118,2.06265045979566,2.209127684372065,1.5086818286480552,1.6290841802982827,2.8029506141505895,3.5783312906023856,3.0727459839552282,1,1.4501118904677175,1.0203170926734317,1.0549332623070853,4.9675614547830005,3.206896551724138,3.857142857142857,5,1,1.2088223703594179,2.723093212508535,4.334319177575435,93670,10.27,88,22000,866856,826195,13880406,18795457,9.12481670437702,23.556245803833,4.77030897140503,44.7384452819824,58.203125,68.3083343505859,73.9499282836914,96.5161285400391,72.7300338745117,4.43089771270752,3.74411964416504,27.0650787353516,65.2930603027344,4.27579498291016,1.2885351336826618,66.37242756929855,32.76331827276112,0,3809696.58,4702977.74,46758,8559432.32,20,20,100,0,0.0912481670437702,148.18411444432581,91.37858780826305,2.9777343271098604,2.3523255132549403,2.6650299201824
Senanga,Western,"","","",Senanga,112,110,110012,0.900092158701625,5.966359442541,1.5095181607637125,1.1225453809298873,1.4848484848484844,1.0255298082439468,1.0332461447789898,1.189391128061854,1.2134949524649612,1.0788558861026376,2.721574255229908,4.1747924656976,1.3027441001060573,2.2235830373799748,3.1189832847136185,4.1873088752296095,2.414907251418783,1.2584251124729775,3.83878134569151,1.7758777211206844,1.837113549919664,1.8207335151760438,1.416105249832456,2.7798767847682004,2.89724353742496,3.077966888576557,3.1093496260885805,1.0068362090037077,1.321847345404215,1.015774026718684,1.0045807089639276,4.976217967983205,2.103448275862069,1.5714285714285714,2.333333332,2.7777777777777777,2.721574255229908,2.0505472340549282,4.434692139701438,81676,7.65,87,718423,1111562,4614770,8166289,16211044,39.7553359302461,23.7881526947021,4.6954288482666,42.4838027954102,61.6230392456055,50.0288238525391,76.0061111450195,95.3878707885742,55.8793563842773,4.15911769866943,3.94695281982422,30.219762802124,66.6216506958008,3.17461371421814,1.3380662524158502,56.571218655038656,32.14105635649413,54889.62,2724079.85,3671880.9,3899,6454749.37,12,4,33.3333333,8,0.397553359302461,99.98394877320143,79.02871553455115,2.6099330243499974,2.678060343568769,2.643996683959383
Kaoma,Western,"","","",Kaoma,102,110,110002,0.754313572083561,6.07525694905079,1.8646274642715923,1.2847695526013903,1.7878787878787872,1.0092025957602622,1.1221051101612283,1.0114912586883678,1.3584962266000196,1.0573160520266174,2.3253719922067093,4.025536552977703,2.048310979883092,2.703718307547573,3.231484703215806,2.2113899124890275,3.1756699745557215,1.5830574995987412,2.379854218985201,2.5090921875568903,2.6558425639200807,2.670139333214263,3.007278521914476,2.592781535474109,3.718953706728159,3.1357478995550667,3.3017287397034596,1.0543400801537293,1.0561679036913119,1.0184985920437652,1.0629455672732535,4.981150303132663,2.655172413793103,3.2857142857142856,5,1,2.3253719922067093,1.7827088302741263,4.719239453245985,119395,13.66,82,260565,3943116,280000,9645737,14129418,31.7329489438277,25.7881107330322,3.95023703575134,35.6735420227051,62.9665222167969,73.7968521118164,81.089599609375,89.8673858642578,70.4283065795898,3.46300864219666,3.21064138412476,23.3205680847168,43.7863121032715,3.35364317893982,1.76970229196886,57.703041297865845,28.870611425041186,436310,475398.84,4290249.8,53577.9,5255536.54,16,16,100,0,0.317329489438277,80.7884501026006,44.01806223041166,3.1383895479996826,2.926565494600064,3.0324775212998736
Sesheke,Western,"","",X,Sesheke,113,110,110013,0.99938827604808,5.8778960048238,1.2557099549982111,1.0372494770227412,1.6060606060606055,1.0648120349302557,1.048749894853864,1.0235981205207554,1.2182625698324023,1.0540680954681618,2.1882888894591663,3.4641948292179867,1.9930346734907793,2.709708470863268,3.306288342982613,5,2.8221526759305835,2.1104056138291796,4.070962571652082,1.5261608043103507,2.706998645907409,1.5225422698885787,1.9580982942687886,4.133300637310828,3.2469697910975053,1.8170040977615964,2.918638550720938,1,1.6854045910911148,1.0154624779773918,1.058203446766737,4.963890752388105,1.6896551724137931,1.5714285714285714,2.7777777759999998,2.111111111111111,2.1882888894591663,2.7503133178948564,3.6730456166962506,54717,4.49,85,1820000,1605600,575000,8214933,13815533,28.9572613666082,33.3098220825195,4.00548553466797,35.5885772705078,63.8598213195801,40.2530860900879,78.7273635864258,80.8996505737305,53.5639610290527,4.39619731903076,3.16463494300842,32.6417846679688,58.8433685302734,1.87953674793243,1.5217739156554768,31.87130056364802,35.38314463774406,0,5801187.62,3601171.62,49541.51,9451900.75,9,4,44.4444444,5,0.289572613666082,150.13493064312738,172.74157483049143,2.5290271110096967,3.042251585634498,2.785639348322097
Lukulu,Western,"","","",Lukulu,105,110,110005,0.788323515366955,6.2759734204066,1.421698770453219,1.1238949996625953,1.545454545454545,1.001028790760791,1.0655943337233225,1.047193942789773,1.483496618641576,1.0750658291056745,1.7941348577795329,4.485459801169974,1.234343162554028,2.0158048111213818,2.750210888650392,1.76993800364556,2.791829630107472,1.2753588418269484,1.9000177875024686,2.0648385440144397,1.9969072130102106,2.3983615956929096,2.415695571318779,1.7023990153694637,2.837510619608084,2.1508578785029973,3.022903940938515,1.0064262366316612,1.3306927142170912,1.015043499077778,1.0481685220623316,4.976452923991431,2.5172413793103448,3.142857142857143,5,1,1.7941348577795329,2.7617218905881353,4.35829601056081,72348,7.7,86,31350,2142360,1149944,10921116,15844770,20.9763474004356,19.625358581543,4.76379537582397,45.4309387207031,57.2191886901855,79.1070098876953,78.5247421264648,95.0999069213867,75.2134094238281,3.88478016853333,3.80324482917786,25.5280494689941,52.2762718200684,4.20564079284668,1.3066891549420714,38.410875798444756,33.61063300404525,51597.85,2798946.06,3506079.93,41000,6397623.84,15,15,100,0,0.209763474004356,150.9525626140322,88.428482335379,3.0671703058763393,2.3716958020042,2.7194330539402696
Luampa,Western,"",X,"",Luampa,104,110,110004,0.863528650979305,5.4514603454662804,1.2177032141444952,1.0434577231931979,1.545454545454545,1.000338769921231,1.0126911969985712,1.0014610314618069,1.2229459962756053,1.001826672250094,1.0421884973007627,4.744198860414708,1.0444926928477054,2.079939604184425,2.725775516408672,1.8912563630956631,2.7389555458759096,1.0399735432911186,1.6590174030628972,2.2329062077399895,2.006634994071254,2.574169073037919,2.3468467214255866,1.5093513334000388,2.3407783841962075,4.288653033989718,2.6068689495570005,1,1.0977991852578168,1.0011429470751554,1.0614323707752953,4.997702086039026,1.8275862068965516,2.428571428571429,5,1,1.0421884973007627,2.9303391005229567,4.879540312259497,50680,4.72,86,12000,456564,35600,8262718,8766882,5.75077889721796,16.1583786010742,4.95355033874512,44.5212478637695,56.9273834228516,77.6476898193359,78.1714324951172,99.1027145385742,77.6167526245117,3.72521781921387,3.7944962978363,24.1000747680664,53.2643394470215,4.3903660774231,1.0457607366004669,80.28631068147321,40.68322785753099,0,827761.34,351202.72,52289.9,1231253.96,10,10,100,0,0.0575077889721796,163.03705603788478,24.294671665351224,3.013954224845542,2.145645745803293,2.5797999853244176
Shangombo,Western,"","","",Shangombo,114,110,110014,0.657491272497538,6.10495982576814,1.3207836713174792,1.1157972872663473,1,1.003821859611362,1.0101789667480765,1.0214616492893303,1.2199054199745172,1.0232869746692708,1.2178980902827117,5,1,1,1.7595268842999798,3.2339399298875167,1.7275738423482476,1.0540547755268026,3.998340980684309,1.4903621129344327,1,1.9743120911186196,1.0779618543783922,2.1269557153273393,1.7652065356150395,3.2951980965344645,2.905095528646104,1.0159904581454615,1.125236037322667,1.0090108062704317,1,4.989089438728857,1.8275862068965516,2.428571428571429,5,1,1.2178980902827117,2.5191592280788138,4.63846707924382,61629,7.4,95,109675,376510,522942,8231695,10840822,9.30858379558303,12.7307653427124,4.9980206489563,59.8391609191895,45.3885192871094,61.496753692627,71.4132843017578,98.8632583618164,54.2881698608398,4.43018436431885,4.69979810714722,28.972339630127,71.4744338989258,3.79938697814941,0.7434186669989037,60.82637438408787,35.61337601301623,128391.36,1059983.78,2136896.53,0,3325271.67,10,10,100,0,0.0930858379558303,133.5685310486946,53.95628145840432,2.939261613784565,1.9113569327776925,2.4253092732811288
